time,latitude,longitude,elevation,distance,elevation_change,cum_elevation,cum_distance,step_feet,mile_num,gradient_point,gradient_rating
2008-03-15 11:03:51+00:00,38.93504,-78.31987,227.775696,0.0,,,0.0,0.0,1.0,0.0,flat
2008-03-15 11:03:53+00:00,38.93501,-78.31989,228.135986,0.00233493,0.360289999999992,0.360289999999992,0.00233493,12.328430399999998,1.0,7.6,up
2008-03-15 11:03:55+00:00,38.93496,-78.31992,228.712326,0.0038124,0.5763399999999876,0.9366299999999796,0.0061473299999999995,20.129472,1.0,8.1,up
2008-03-15 11:04:00+00:00,38.93479,-78.32001,230.208862,0.01270287,1.4965360000000203,2.433166,0.018850199999999998,67.0711536,1.0,7.0,up
2008-03-15 11:04:04+00:00,38.93467,-78.32011,231.408905,0.00988077,1.2000429999999938,3.6332089999999937,0.028730969999999998,52.1704656,1.0,7.1,up
2008-03-15 11:04:09+00:00,38.9345,-78.32016,231.851822,0.01204936,0.44291699999999423,4.076125999999988,0.04078033,63.620620800000005,1.0,2.2,flat
2008-03-15 11:04:11+00:00,38.93444,-78.32018,231.780014,0.00428269,-0.07180800000000431,4.004317999999984,0.045063019999999995,22.6126032,1.0,-0.9,flat
2008-03-15 11:04:12+00:00,38.93441,-78.3202,231.815918,0.00233494,0.03590400000001637,4.040222,0.047397959999999996,12.3284832,1.0,0.8,flat
2008-03-15 11:04:15+00:00,38.93432,-78.32021,231.564255,0.00624159,-0.25166300000000774,3.7885589999999922,0.053639549999999994,32.9555952,1.0,-2.3,flat
2008-03-15 11:04:18+00:00,38.93425,-78.32025,231.400253,0.00529281,-0.16400200000001064,3.6245569999999816,0.058932359999999996,27.9460368,1.0,-1.7,flat
2008-03-15 11:04:23+00:00,38.9341,-78.32029,230.607864,0.01058464,-0.7923889999999858,2.832167999999996,0.069517,55.886899199999995,1.0,-4.4,flat
2008-03-15 11:04:28+00:00,38.93397,-78.32038,230.708649,0.01020179,0.1007850000000019,2.9329529999999977,0.07971879,53.8654512,1.0,0.6,flat
2008-03-15 11:04:30+00:00,38.93392,-78.32042,231.043304,0.00406897,0.3346549999999979,3.2676079999999956,0.08378776,21.4841616,1.0,4.4,flat
2008-03-15 11:04:35+00:00,38.93387,-78.32052,232.276596,0.00638912,1.2332920000000058,4.5009000000000015,0.09017688,33.7345536,1.0,10.9,up
