time,latitude,longitude,elevation,pointxyz,distance,elevation_change,cum_elevation,cum_distance,step_feet,gradient_point,gradient_rating
,38.558528,-77.34304,62.8,"(38.558528, -77.34304, 62.8)",0.0,,,0.0,0.0,0.0,flat
,38.558527,-77.343118,62.8,"(38.558527, -77.343118, 62.8)",0.00421484,0.0,0.0,0.00421484,22.2543552,0.0,flat
,38.558529,-77.343165,62.8,"(38.558529, -77.343165, 62.8)",0.00254313,0.0,0.0,0.00675797,13.427726400000001,0.0,flat
,38.558531,-77.343211,62.8,"(38.558531, -77.343211, 62.8)",0.00248918,0.0,0.0,0.00924715,13.142870400000001,0.0,flat
,38.558533,-77.343257,62.8,"(38.558533, -77.343257, 62.8)",0.00248918,0.0,0.0,0.011736330000000001,13.142870400000001,0.0,flat
,38.558535,-77.343304,62.8,"(38.558535, -77.343304, 62.8)",0.00254313,0.0,0.0,0.01427946,13.427726400000001,0.0,flat
,38.558537,-77.34335,62.4,"(38.558537, -77.34335, 62.4)",0.00248918,-0.3999999999999986,-0.3999999999999986,0.01676864,13.142870400000001,-8.0,down
,38.558539,-77.343397,62.0,"(38.558539, -77.343397, 62.0)",0.00254312,-0.3999999999999986,-0.7999999999999972,0.01931176,13.427673599999999,-7.9,down
,38.558541,-77.343443,62.4,"(38.558541, -77.343443, 62.4)",0.00248918,0.3999999999999986,-0.3999999999999986,0.02180094,13.142870400000001,8.0,up
,38.558579,-77.343552,61.8,"(38.558579, -77.343552, 61.8)",0.00644793,-0.6000000000000014,-1.0,0.028248870000000002,34.0450704,-5.3,down
,38.558579,-77.343552,62.0,"(38.558579, -77.343552, 62.0)",0.0,0.20000000000000284,-0.7999999999999972,0.028248870000000002,0.0,20.0,bigUp
,38.558579,-77.343552,61.8,"(38.558579, -77.343552, 61.8)",0.0,-0.20000000000000284,-1.0,0.028248870000000002,0.0,-20.0,bigDown
,38.55864,-77.343648,61.8,"(38.55864, -77.343648, 61.8)",0.0066833,0.0,-1.0,0.03493217,35.287824,0.0,flat
,38.55864,-77.343648,61.6,"(38.55864, -77.343648, 61.6)",0.0,-0.19999999999999574,-1.1999999999999957,0.03493217,0.0,-20.0,bigDown
