time,latitude,longitude,elevation,distance,elevation_change,cum_elevation,cum_distance,step_feet,mile_num,gradient_point,gradient_rating
,38.57097,-78.2869,257.010925,0.0,,,0.0,0.0,1.0,0.0,flat
,38.57097,-78.28689,257.01062,0.0005402,-0.00030499999996891347,-0.00030499999996891347,0.0005402,2.852256,1.0,-0.0,flat
,38.57098,-78.28693,256.943878,0.00226857,-0.06674200000003339,-0.0670470000000023,0.0028087700000000004,11.9780496,1.0,-1.4,flat
,38.57103,-78.2875,257.480225,0.03098444,0.5363470000000348,0.46930000000003247,0.03379321,163.5978432,1.0,1.1,flat
,38.57128,-78.28869,262.567841,0.06656363,5.087615999999969,5.556916000000001,0.10035684,351.45596639999997,1.0,4.7,flat
,38.57179,-78.28982,262.047852,0.07048261,-0.5199890000000096,5.0369269999999915,0.17083945,372.1481808,1.0,-0.5,flat
,38.57204,-78.29109,265.645996,0.07074534,3.5981440000000475,8.635071000000039,0.24158479,373.53539520000004,1.0,3.1,flat
,38.57206,-78.29126,266.203918,0.00928661,0.5579219999999623,9.192993000000001,0.25087139999999997,49.033300800000006,1.0,3.5,flat
,38.57226,-78.29251,269.263947,0.06892307,3.060028999999986,12.253021999999987,0.31979446999999994,363.91380960000004,1.0,2.7,flat
,38.57232,-78.29287,270.95993,0.01988372,1.6959830000000125,13.949005,0.33967818999999994,104.98604160000001,1.0,5.1,up
,38.57236,-78.2936,277.383972,0.0395304,6.424042000000043,20.373047000000042,0.37920858999999996,208.720512,1.0,9.9,up
,38.5723,-78.29377,279.3078,0.01007556,1.9238279999999577,22.296875,0.38928414999999994,53.198956800000005,1.0,11.2,up
,38.57226,-78.29423,281.455811,0.02500186,2.148010999999997,24.444885999999997,0.4142860099999999,132.0098208,1.0,5.2,up
,38.57237,-78.29465,282.472351,0.02392705,1.0165400000000204,25.461426000000017,0.43821305999999993,126.334824,1.0,2.6,flat
,38.57252,-78.29489,283.576294,0.0165979,1.1039430000000152,26.565369000000032,0.45481095999999993,87.636912,1.0,4.0,flat
,38.5729,-78.29525,283.460022,0.03267297,-0.11627200000003768,26.449096999999995,0.48748392999999995,172.51328160000003,1.0,-0.2,flat
,38.57309,-78.29563,283.040863,0.02436581,-0.4191589999999792,26.029938000000016,0.5118497399999999,128.6514768,1.0,-1.0,flat
,38.57313,-78.29586,283.153992,0.01272786,0.11312900000001491,26.14306700000003,0.5245776,67.2031008,1.0,0.5,flat
,38.5731,-78.29586,283.413666,0.0020728,0.2596739999999613,26.402740999999992,0.5266504,10.944384000000001,1.0,6.0,up
,38.57311,-78.29591,283.451813,0.00278788,0.03814700000003768,26.44088800000003,0.5294382799999999,14.720006399999999,1.0,0.7,flat
,38.57303,-78.29604,284.084656,0.00893681,0.6328429999999798,27.07373100000001,0.53837509,47.1863568,1.0,4.1,flat
,38.57284,-78.29628,286.134399,0.01845029,2.049742999999978,29.123473999999987,0.5568253799999999,97.4175312,1.0,6.7,up
,38.57275,-78.29642,287.766846,0.00979087,1.6324470000000133,30.755921,0.5666162499999999,51.6957936,1.0,9.7,up
,38.57273,-78.29657,288.409973,0.00821975,0.6431269999999927,31.399047999999993,0.5748359999999999,43.400279999999995,1.0,4.5,flat
,38.57267,-78.29675,289.529968,0.0105702,1.1199950000000172,32.51904300000001,0.5854061999999999,55.810656,1.0,6.2,up
,38.57259,-78.29692,290.763885,0.01071836,1.2339170000000195,33.75296000000003,0.5961245599999999,56.5929408,1.0,6.8,up
,38.57256,-78.29701,291.303986,0.00528511,0.5401009999999928,34.29306100000002,0.6014096699999999,27.9053808,1.0,5.7,up
,38.5725,-78.29714,292.000092,0.00815478,0.6961059999999861,34.98916700000001,0.6095644499999999,43.0572384,1.0,4.9,flat
,38.57236,-78.29729,293.755737,0.01261839,1.7556450000000154,36.744812000000024,0.6221828399999999,66.6250992,1.0,8.2,up
,38.57232,-78.29735,294.403595,0.00425947,0.6478579999999852,37.39267000000001,0.62644231,22.4900016,1.0,8.2,up
,38.5723,-78.29737,294.667053,0.00175407,0.2634580000000142,37.656128000000024,0.62819638,9.261489599999999,1.0,6.9,up
,38.57226,-78.29746,295.221313,0.00559234,0.5542599999999993,38.21038800000002,0.63378872,29.527555200000002,1.0,5.5,up
,38.57213,-78.29768,297.302948,0.0148967,2.0816350000000057,40.29202300000003,0.64868542,78.654576,1.0,8.3,up
,38.57211,-78.29787,297.536469,0.0103562,0.2335209999999961,40.525544000000025,0.65904162,54.680735999999996,1.0,1.3,flat
,38.57211,-78.29796,297.364288,0.0048617,-0.17218100000002323,40.353363,0.66390332,25.669776,1.0,-2.0,flat
,38.5721,-78.29802,297.327759,0.00331396,-0.036528999999973166,40.31683400000003,0.6672172799999999,17.497708799999998,1.0,-0.6,flat
,38.57204,-78.29818,297.81601,0.00958582,0.4882509999999911,40.80508500000002,0.6768030999999999,50.6131296,1.0,3.0,flat
,38.5717,-78.29847,304.131653,0.028236,6.315642999999966,47.120727999999986,0.7050390999999999,149.08608,1.0,13.6,up
,38.57166,-78.29847,304.564362,0.00276374,0.4327090000000453,47.55343700000003,0.7078028399999999,14.5925472,1.0,7.9,up
,38.57162,-78.29848,305.013611,0.00281603,0.4492490000000089,48.00268600000004,0.7106188699999999,14.868638400000002,1.0,8.1,up
,38.57157,-78.29852,305.569946,0.00407476,0.55633499999999,48.55902100000003,0.7146936299999999,21.5147328,1.0,7.4,up
,38.5715,-78.29859,306.299683,0.00613928,0.7297370000000001,49.28875800000003,0.7208329099999998,32.4153984,1.0,6.7,up
