time,latitude,longitude,elevation,pointxyz,distance,elevation_change,cum_elevation,cum_distance,step_feet,gradient_point,gradient_rating
,38.64156,-78.58957,346.579987,"(38.64156, -78.58957, 346.579987)",0.0,,,0.0,0.0,0.0,flat
,38.6416,-78.58947,347.299683,"(38.6416, -78.58947, 347.299683)",0.00606318,0.719695999999999,0.719695999999999,0.00606318,32.0135904,6.7,up
,38.64158,-78.58935,346.940582,"(38.64158, -78.58935, 346.940582)",0.00662179,-0.35910100000000966,0.36059499999998934,0.01268497,34.9630512,-3.1,flat
,38.64159,-78.58921,347.120117,"(38.64159, -78.58921, 347.120117)",0.00758685,0.17953499999998712,0.5401299999999765,0.02027182,40.058568,1.4,flat
,38.64163,-78.58909,347.839813,"(38.64163, -78.58909, 347.839813)",0.00704107,0.719695999999999,1.2598259999999755,0.02731289,37.1768496,5.8,up
,38.64168,-78.589,348.685669,"(38.64168, -78.589, 348.685669)",0.00596029,0.8458560000000261,2.1056820000000016,0.03327318,31.4703312,8.0,up
,38.64175,-78.5889,349.632233,"(38.64175, -78.5889, 349.632233)",0.00724679,0.9465639999999667,3.0522459999999683,0.04051997,38.2630512,7.5,up
,38.64181,-78.58878,350.186676,"(38.64181, -78.58878, 350.186676)",0.00768923,0.554442999999992,3.6066889999999603,0.0482092,40.5991344,4.1,flat
,38.64187,-78.58865,350.799469,"(38.64187, -78.58865, 350.799469)",0.00814894,0.6127930000000106,4.219481999999971,0.05635814,43.026403200000004,4.3,flat
,38.64193,-78.58856,351.555634,"(38.64193, -78.58856, 351.555634)",0.00638563,0.75616500000001,4.975646999999981,0.06274377,33.7161264,6.7,up
,38.642,-78.58848,352.527252,"(38.642, -78.58848, 352.527252)",0.00648315,0.9716179999999781,5.947264999999959,0.06922692,34.231032,8.5,up
,38.64209,-78.58842,353.903442,"(38.64209, -78.58842, 353.903442)",0.00701093,1.3761900000000082,7.323454999999967,0.07623785,37.0177104,11.2,up
